,Player,HID,p_throws,batter,pitch_type,AB,H,AVG,SwStr%,wOBA,OPS,ISO,EV,Air Hard%,BIP,Brl%,Hard%,GB%,LD%,FB%,K%,BB%,1B,2B,3B,HR,Game,Team,Opp
88,Eric Haase,606992,R,606992,FC,19.0,6.0,0.316,0.197,0.36895,0.876,0.21000000000000002,89.58666666666666,0.5,15,0.0,0.333,0.6,0.267,0.133,0.2,0.05,4,1,0,1,MIL@SF,MIL,SF
89,Eric Haase,606992,R,606992,FF,66.0,15.0,0.227,0.15,0.28529729729729725,0.644,0.10600000000000001,88.72666666666666,0.591,45,0.067,0.444,0.356,0.222,0.267,0.284,0.108,12,1,0,2,MIL@SF,MIL,SF
92,Eric Haase,606992,R,606992,SI,38.0,7.0,0.184,0.083,0.184475,0.409,0.0,82.98787878787878,0.364,33,0.03,0.303,0.606,0.242,0.091,0.125,0.05,7,0,0,0,MIL@SF,MIL,SF
93,Eric Haase,606992,R,606992,SL,66.0,15.0,0.227,0.208,0.27371830985915496,0.622,0.12099999999999997,88.06739130434782,0.48,46,0.087,0.348,0.435,0.261,0.283,0.301,0.068,9,5,0,1,MIL@SF,MIL,SF
0,Mike Yastrzemski,573262,R,573262,CH,91.0,25.0,0.275,0.086,0.3312448979591837,0.778,0.176,87.55584415584416,0.436,77,0.039,0.338,0.442,0.273,0.234,0.143,0.071,17,4,0,4,MIL@SF,SF,MIL
1,Mike Yastrzemski,573262,R,573262,CU,50.0,18.0,0.36,0.084,0.5047115384615384,1.245,0.5,86.33250000000001,0.615,40,0.225,0.45,0.325,0.3,0.35,0.192,0.038,7,2,4,5,MIL@SF,SF,MIL
3,Mike Yastrzemski,573262,R,573262,FC,49.0,12.0,0.245,0.109,0.371457627118644,0.863,0.245,85.83243243243244,0.381,37,0.054,0.351,0.27,0.243,0.324,0.203,0.153,6,3,0,3,MIL@SF,SF,MIL
4,Mike Yastrzemski,573262,R,573262,FF,248.0,54.0,0.218,0.105,0.33972183098591546,0.795,0.262,91.34367816091954,0.555,174,0.155,0.477,0.195,0.201,0.483,0.266,0.119,22,15,1,16,MIL@SF,SF,MIL
9,Mike Yastrzemski,573262,R,573262,SI,82.0,18.0,0.22,0.058,0.3291386138613861,0.732,0.146,91.81833333333334,0.759,60,0.067,0.583,0.45,0.233,0.25,0.218,0.188,11,4,1,2,MIL@SF,SF,MIL
10,Mike Yastrzemski,573262,R,573262,SL,70.0,10.0,0.143,0.153,0.2054155844155844,0.444,0.08600000000000002,89.26341463414634,0.55,41,0.024,0.366,0.317,0.244,0.244,0.392,0.076,4,6,0,0,MIL@SF,SF,MIL
13,Willy Adames,642715,R,642715,CH,50.0,13.0,0.26,0.187,0.4167704918032787,0.993,0.33999999999999997,89.0576923076923,0.714,26,0.154,0.538,0.385,0.154,0.385,0.393,0.148,6,2,0,5,MIL@SF,SF,MIL
14,Willy Adames,642715,R,642715,CU,51.0,14.0,0.275,0.179,0.3526181818181818,0.837,0.235,83.68275862068967,0.385,29,0.103,0.276,0.414,0.276,0.172,0.4,0.073,10,0,0,4,MIL@SF,SF,MIL
15,Willy Adames,642715,R,642715,FC,78.0,18.0,0.231,0.183,0.3114941176470588,0.73,0.205,86.31754385964913,0.528,57,0.158,0.404,0.333,0.211,0.421,0.247,0.082,10,4,0,4,MIL@SF,SF,MIL
16,Willy Adames,642715,R,642715,FF,268.0,59.0,0.22,0.142,0.32490938511326856,0.748,0.205,92.17185929648241,0.574,199,0.151,0.472,0.211,0.211,0.472,0.226,0.126,34,10,0,15,MIL@SF,SF,MIL
20,Willy Adames,642715,R,642715,SI,217.0,59.0,0.272,0.084,0.33722457627118646,0.783,0.189,84.39946808510639,0.434,188,0.085,0.324,0.468,0.191,0.25,0.136,0.074,37,12,1,9,MIL@SF,SF,MIL
21,Willy Adames,642715,R,642715,SL,177.0,44.0,0.249,0.21,0.3215497382198953,0.753,0.203,86.14251968503937,0.5,127,0.11,0.307,0.378,0.244,0.276,0.269,0.067,22,15,0,7,MIL@SF,SF,MIL
24,Jung Hoo Lee,808982,R,808982,CH,27.0,10.0,0.37,0.056,0.3840357142857142,0.898,0.14900000000000002,84.73846153846154,0.167,26,0.0,0.192,0.538,0.346,0.115,0.069,0.034,7,2,1,0,MIL@SF,SF,MIL
25,Jung Hoo Lee,808982,R,808982,CU,11.0,3.0,0.273,0.056,0.26890909090909093,0.637,0.09099999999999997,83.04545454545455,0.333,11,0.091,0.273,0.273,0.273,0.273,0.0,0.0,2,1,0,0,MIL@SF,SF,MIL
26,Jung Hoo Lee,808982,R,808982,FC,15.0,4.0,0.267,0.039,0.2804,0.667,0.133,89.60000000000001,0.333,14,0.0,0.286,0.143,0.429,0.429,0.067,0.0,2,2,0,0,MIL@SF,SF,MIL
27,Jung Hoo Lee,808982,R,808982,FF,64.0,15.0,0.234,0.02,0.28826027397260273,0.641,0.07799999999999999,90.9551724137931,0.562,58,0.069,0.517,0.431,0.328,0.224,0.082,0.123,12,2,0,1,MIL@SF,SF,MIL
30,Jung Hoo Lee,808982,R,808982,SI,15.0,4.0,0.267,0.029,0.3705555555555555,0.856,0.2,95.90833333333335,0.667,12,0.167,0.667,0.5,0.167,0.333,0.167,0.167,3,0,0,1,MIL@SF,SF,MIL
31,Jung Hoo Lee,808982,R,808982,SL,18.0,4.0,0.222,0.068,0.2815,0.619,0.11100000000000002,87.84375,0.429,16,0.062,0.312,0.438,0.312,0.125,0.143,0.048,2,2,0,0,MIL@SF,SF,MIL
33,Matt Chapman,656305,R,656305,CH,27.0,6.0,0.222,0.127,0.37715151515151507,0.883,0.29700000000000004,98.71176470588235,0.833,17,0.118,0.765,0.588,0.176,0.176,0.303,0.152,2,2,0,2,MIL@SF,SF,MIL
34,Matt Chapman,656305,R,656305,CU,51.0,11.0,0.216,0.082,0.2719285714285714,0.619,0.11700000000000002,95.24333333333334,0.733,30,0.133,0.633,0.467,0.267,0.233,0.375,0.089,7,3,0,1,MIL@SF,SF,MIL
36,Matt Chapman,656305,R,656305,FC,70.0,11.0,0.157,0.131,0.22071428571428567,0.488,0.1,86.62075471698112,0.556,53,0.057,0.34,0.358,0.189,0.321,0.231,0.09,8,1,0,2,MIL@SF,SF,MIL
37,Matt Chapman,656305,R,656305,FF,286.0,65.0,0.227,0.148,0.3404787878787879,0.791,0.23500000000000001,93.92227979274611,0.672,193,0.197,0.534,0.202,0.223,0.378,0.284,0.118,29,20,1,15,MIL@SF,SF,MIL
41,Matt Chapman,656305,R,656305,SI,199.0,62.0,0.312,0.066,0.3896973684210527,0.912,0.201,92.22181818181818,0.603,165,0.109,0.539,0.545,0.218,0.194,0.149,0.101,38,15,2,7,MIL@SF,SF,MIL
42,Matt Chapman,656305,R,656305,SL,189.0,39.0,0.206,0.136,0.28543750000000007,0.659,0.17500000000000002,88.64913793103447,0.564,116,0.095,0.405,0.44,0.216,0.259,0.354,0.091,19,13,1,6,MIL@SF,SF,MIL
45,Heliot Ramos,671218,R,671218,CH,19.0,5.0,0.263,0.109,0.34385714285714286,0.807,0.21099999999999997,96.17857142857143,0.889,14,0.071,0.714,0.357,0.286,0.357,0.238,0.095,3,1,0,1,MIL@SF,SF,MIL
46,Heliot Ramos,671218,R,671218,CU,41.0,8.0,0.195,0.187,0.24718181818181817,0.567,0.122,91.3225806451613,0.417,31,0.097,0.516,0.548,0.161,0.226,0.227,0.068,5,2,0,1,MIL@SF,SF,MIL
47,Heliot Ramos,671218,R,671218,FC,30.0,7.0,0.233,0.096,0.25123333333333336,0.593,0.13399999999999998,89.76206896551724,0.5,29,0.103,0.414,0.31,0.31,0.379,0.065,0.0,5,1,0,1,MIL@SF,SF,MIL
48,Heliot Ramos,671218,R,671218,FF,118.0,26.0,0.22,0.169,0.30657575757575756,0.708,0.18699999999999997,96.82191780821918,0.81,73,0.192,0.685,0.342,0.288,0.288,0.346,0.105,15,5,1,5,MIL@SF,SF,MIL
51,Heliot Ramos,671218,R,671218,SI,95.0,30.0,0.316,0.055,0.3262307692307692,0.743,0.05199999999999999,82.74556962025316,0.5,79,0.025,0.316,0.684,0.19,0.063,0.154,0.067,27,2,0,1,MIL@SF,SF,MIL
52,Heliot Ramos,671218,R,671218,SL,92.0,20.0,0.217,0.159,0.25811702127659575,0.612,0.163,93.26911764705882,0.5,68,0.147,0.471,0.382,0.265,0.294,0.263,0.021,12,4,1,3,MIL@SF,SF,MIL
55,LaMonte Wade Jr.,664774,R,664774,CH,130.0,19.0,0.146,0.145,0.19253521126760562,0.417,0.05400000000000002,85.39411764705882,0.417,85,0.082,0.282,0.482,0.259,0.165,0.322,0.084,14,4,0,1,MIL@SF,SF,MIL
56,LaMonte Wade Jr.,664774,R,664774,CU,64.0,17.0,0.266,0.075,0.3071666666666666,0.691,0.07799999999999996,90.93877551020408,0.75,49,0.061,0.551,0.408,0.388,0.184,0.208,0.083,14,2,0,1,MIL@SF,SF,MIL
58,LaMonte Wade Jr.,664774,R,664774,FC,61.0,16.0,0.262,0.064,0.32953731343283577,0.767,0.181,89.07058823529412,0.548,51,0.098,0.451,0.333,0.275,0.333,0.162,0.088,10,3,1,2,MIL@SF,SF,MIL
59,LaMonte Wade Jr.,664774,R,664774,FF,250.0,68.0,0.272,0.075,0.3859967845659164,0.883,0.19999999999999996,90.36256157635468,0.515,203,0.113,0.453,0.296,0.276,0.365,0.159,0.185,42,13,2,11,MIL@SF,SF,MIL
64,LaMonte Wade Jr.,664774,R,664774,SI,65.0,19.0,0.292,0.043,0.4359651162790697,1.019,0.26200000000000007,87.76122448979592,0.444,49,0.122,0.449,0.408,0.306,0.245,0.186,0.233,12,2,0,5,MIL@SF,SF,MIL
65,LaMonte Wade Jr.,664774,R,664774,SL,72.0,22.0,0.306,0.133,0.39238823529411765,0.907,0.194,88.02857142857142,0.4,49,0.082,0.347,0.327,0.245,0.367,0.279,0.128,16,2,0,4,MIL@SF,SF,MIL
68,Tyler Fitzgerald,666149,R,666149,CH,11.0,3.0,0.273,0.2,0.3684166666666666,0.878,0.272,69.03999999999999,0.333,5,0.2,0.2,0.4,0.0,0.6,0.5,0.083,2,0,0,1,MIL@SF,SF,MIL
69,Tyler Fitzgerald,666149,R,666149,CU,15.0,2.0,0.133,0.167,0.1402,0.333,0.067,79.9625,0.4,8,0.125,0.25,0.25,0.25,0.375,0.467,0.0,1,1,0,0,MIL@SF,SF,MIL
71,Tyler Fitzgerald,666149,R,666149,FC,21.0,7.0,0.333,0.141,0.39538095238095244,0.952,0.286,82.10555555555555,0.273,18,0.0,0.278,0.222,0.222,0.389,0.143,0.0,5,0,0,2,MIL@SF,SF,MIL
72,Tyler Fitzgerald,666149,R,666149,FF,82.0,24.0,0.293,0.118,0.3628681318681319,0.847,0.195,89.38392857142857,0.417,56,0.071,0.393,0.304,0.286,0.357,0.293,0.098,14,7,0,3,MIL@SF,SF,MIL
75,Tyler Fitzgerald,666149,R,666149,SI,48.0,16.0,0.333,0.056,0.4221694915254237,0.979,0.188,87.08048780487805,0.5,41,0.0,0.317,0.61,0.268,0.122,0.119,0.136,8,7,1,0,MIL@SF,SF,MIL
76,Tyler Fitzgerald,666149,R,666149,SL,70.0,13.0,0.186,0.242,0.24904166666666663,0.594,0.2,82.82195121951219,0.348,41,0.073,0.244,0.317,0.098,0.463,0.403,0.028,7,2,0,4,MIL@SF,SF,MIL
79,Sam Huff,669087,R,669087,CH,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,MIL@SF,SF,MIL
80,Sam Huff,669087,R,669087,CU,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,MIL@SF,SF,MIL
81,Sam Huff,669087,R,669087,FC,1.0,1.0,1.0,0.0,0.855,2.0,0.0,102.0,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,MIL@SF,SF,MIL
82,Sam Huff,669087,R,669087,FF,10.0,2.0,0.2,0.146,0.35525,0.833,0.3,94.55,0.333,4,0.25,0.5,0.25,0.0,0.75,0.5,0.167,1,0,0,1,MIL@SF,SF,MIL
84,Sam Huff,669087,R,669087,SI,13.0,1.0,0.077,0.093,0.11085714285714286,0.22,0.0,83.8,0.25,12,0.0,0.333,0.667,0.167,0.167,0.071,0.071,1,0,0,0,MIL@SF,SF,MIL
85,Sam Huff,669087,R,669087,SL,7.0,2.0,0.286,0.333,0.24428571428571427,0.572,0.0,98.03333333333335,0.0,3,0.0,0.667,0.667,0.0,0.333,0.571,0.0,2,0,0,0,MIL@SF,SF,MIL
87,Luis Matos,682641,R,682641,CH,14.0,4.0,0.286,0.077,0.3268666666666667,0.762,0.14300000000000002,88.62727272727273,0.429,11,0.091,0.455,0.364,0.273,0.364,0.2,0.067,2,2,0,0,MIL@SF,SF,MIL
88,Luis Matos,682641,R,682641,CU,11.0,4.0,0.364,0.058,0.45946153846153837,1.098,0.272,90.13333333333334,1.0,9,0.111,0.444,0.556,0.222,0.222,0.154,0.154,3,0,0,1,MIL@SF,SF,MIL
89,Luis Matos,682641,R,682641,FC,24.0,6.0,0.25,0.073,0.24880000000000002,0.572,0.04199999999999998,85.22272727272728,0.25,22,0.0,0.227,0.364,0.273,0.273,0.08,0.04,5,1,0,0,MIL@SF,SF,MIL
90,Luis Matos,682641,R,682641,FF,67.0,14.0,0.209,0.081,0.24340579710144924,0.575,0.13400000000000004,89.33214285714287,0.471,56,0.054,0.429,0.25,0.25,0.357,0.159,0.029,10,1,1,2,MIL@SF,SF,MIL
92,Luis Matos,682641,R,682641,SI,49.0,9.0,0.184,0.04,0.21262264150943397,0.469,0.04000000000000001,86.7088888888889,0.267,45,0.0,0.333,0.622,0.2,0.133,0.075,0.075,7,2,0,0,MIL@SF,SF,MIL
93,Luis Matos,682641,R,682641,SL,61.0,10.0,0.164,0.13,0.179015625,0.397,0.033,80.87636363636364,0.217,55,0.0,0.218,0.545,0.255,0.164,0.108,0.031,8,2,0,0,MIL@SF,SF,MIL
0,Cedric Mullins II,656775,L,656775,CH,3.0,0.0,0.0,0.1,0.0,0.0,0.0,81.3,0.0,2,0.0,0.0,0.5,0.0,0.0,0.333,0.0,0,0,0,0,BAL@WSH,BAL,WSH
1,Cedric Mullins II,656775,L,656775,CU,6.0,0.0,0.0,0.051,0.09957142857142856,0.143,0.0,77.425,0.0,4,0.0,0.25,1.0,0.0,0.0,0.286,0.143,0,0,0,0,BAL@WSH,BAL,WSH
2,Cedric Mullins II,656775,L,656775,FC,15.0,3.0,0.2,0.107,0.22843750000000002,0.517,0.067,92.40833333333335,0.222,12,0.083,0.25,0.25,0.167,0.583,0.188,0.062,2,1,0,0,BAL@WSH,BAL,WSH
3,Cedric Mullins II,656775,L,656775,FF,70.0,15.0,0.214,0.099,0.3205,0.73,0.215,89.89999999999999,0.385,56,0.071,0.375,0.321,0.107,0.357,0.205,0.108,8,3,0,4,BAL@WSH,BAL,WSH
6,Cedric Mullins II,656775,L,656775,SL,43.0,6.0,0.14,0.119,0.18766666666666665,0.392,0.022999999999999993,83.01612903225806,0.143,31,0.032,0.097,0.387,0.226,0.226,0.25,0.104,5,1,0,0,BAL@WSH,BAL,WSH
