,Player,HID,p_throws,batter,pitch_type,AB,H,AVG,SwStr%,wOBA,OPS,ISO,EV,Air Hard%,BIP,Brl%,Hard%,GB%,LD%,FB%,K%,BB%,1B,2B,3B,HR,Game,Team,Opp
45,Marcus Semien,543760,R,543760,SI,196.0,55.0,0.281,0.053,0.35030733944954123,0.817,0.183,88.78888888888889,0.467,171,0.082,0.409,0.497,0.199,0.24,0.115,0.092,39,6,0,10,TEX@OAK,TEX,OAK
46,Marcus Semien,543760,R,543760,SL,221.0,51.0,0.231,0.136,0.2968174273858921,0.684,0.163,84.01061452513966,0.278,179,0.028,0.24,0.43,0.179,0.324,0.184,0.082,31,12,0,8,TEX@OAK,TEX,OAK
49,Joc Pederson,592626,R,592626,CH,107.0,24.0,0.224,0.132,0.26478813559322034,0.588,0.07499999999999998,84.7,0.462,93,0.043,0.312,0.527,0.215,0.204,0.14,0.091,19,3,1,1,TEX@OAK,TEX,OAK
51,Joc Pederson,592626,R,592626,FC,71.0,21.0,0.296,0.079,0.4070897435897436,0.97,0.324,89.58253968253968,0.455,63,0.111,0.397,0.381,0.175,0.349,0.1,0.088,10,5,0,6,TEX@OAK,TEX,OAK
52,Joc Pederson,592626,R,592626,FF,218.0,53.0,0.243,0.11,0.37877692307692307,0.888,0.28,92.76346153846154,0.656,156,0.179,0.571,0.295,0.205,0.391,0.238,0.131,24,13,0,16,TEX@OAK,TEX,OAK
56,Joc Pederson,592626,R,592626,SI,68.0,19.0,0.279,0.044,0.36093827160493824,0.802,0.14699999999999996,97.25471698113208,0.75,53,0.226,0.679,0.415,0.377,0.151,0.224,0.129,15,1,0,3,TEX@OAK,TEX,OAK
57,Joc Pederson,592626,R,592626,SL,94.0,18.0,0.191,0.162,0.32531092436974784,0.709,0.15999999999999998,91.3406779661017,0.581,59,0.102,0.475,0.356,0.203,0.322,0.292,0.142,10,3,3,2,TEX@OAK,TEX,OAK
60,Josh Jung,673962,R,673962,CH,24.0,7.0,0.292,0.211,0.3586153846153846,0.846,0.20800000000000002,86.52000000000001,0.5,10,0.2,0.4,0.4,0.5,0.1,0.538,0.077,4,2,0,1,TEX@OAK,TEX,OAK
63,Josh Jung,673962,R,673962,FC,35.0,8.0,0.229,0.123,0.2552162162162162,0.584,0.08499999999999999,89.18888888888888,0.471,27,0.0,0.407,0.37,0.259,0.37,0.216,0.027,5,3,0,0,TEX@OAK,TEX,OAK
64,Josh Jung,673962,R,673962,FF,143.0,37.0,0.259,0.14,0.3656732026143791,0.878,0.31399999999999995,94.42637362637362,0.686,91,0.209,0.615,0.187,0.396,0.374,0.344,0.058,18,5,2,12,TEX@OAK,TEX,OAK
67,Josh Jung,673962,R,673962,SI,107.0,34.0,0.318,0.084,0.34764999999999996,0.79,0.08400000000000002,90.53095238095239,0.567,84,0.024,0.476,0.595,0.202,0.155,0.198,0.083,29,3,0,2,TEX@OAK,TEX,OAK
68,Josh Jung,673962,R,673962,SL,141.0,31.0,0.22,0.203,0.23014285714285712,0.527,0.05700000000000002,88.35050505050506,0.5,99,0.061,0.343,0.404,0.303,0.242,0.291,0.041,23,8,0,0,TEX@OAK,TEX,OAK
71,Jake Burger,669394,R,669394,CH,55.0,8.0,0.145,0.232,0.22431666666666666,0.508,0.146,88.840625,0.583,32,0.062,0.281,0.562,0.188,0.188,0.383,0.067,4,2,0,2,TEX@OAK,TEX,OAK
74,Jake Burger,669394,R,669394,FC,49.0,13.0,0.265,0.164,0.3516346153846153,0.833,0.266,91.41025641025641,0.647,39,0.103,0.487,0.462,0.205,0.231,0.208,0.038,6,4,0,3,TEX@OAK,TEX,OAK
75,Jake Burger,669394,R,669394,FF,162.0,46.0,0.284,0.16,0.4213050847457627,1.024,0.3950000000000001,95.33584905660378,0.815,106,0.302,0.632,0.245,0.255,0.358,0.316,0.073,19,8,1,18,TEX@OAK,TEX,OAK
79,Jake Burger,669394,R,669394,SI,190.0,50.0,0.263,0.06,0.3104460093896714,0.696,0.09499999999999997,87.66264367816092,0.525,174,0.063,0.42,0.592,0.218,0.121,0.088,0.056,38,9,0,3,TEX@OAK,TEX,OAK
80,Jake Burger,669394,R,669394,SL,187.0,45.0,0.241,0.248,0.30954591836734696,0.734,0.21900000000000003,92.46499999999999,0.649,120,0.133,0.467,0.433,0.208,0.267,0.345,0.041,26,8,0,11,TEX@OAK,TEX,OAK
83,Jonah Heim,641680,R,641680,CH,126.0,31.0,0.246,0.129,0.27308461538461537,0.642,0.127,87.00550458715597,0.422,109,0.037,0.303,0.532,0.239,0.174,0.131,0.031,23,4,0,4,TEX@OAK,TEX,OAK
86,Jonah Heim,641680,R,641680,FC,68.0,20.0,0.294,0.099,0.36958571428571424,0.888,0.27999999999999997,86.86140350877194,0.379,57,0.088,0.316,0.439,0.246,0.263,0.157,0.014,13,1,0,6,TEX@OAK,TEX,OAK
87,Jonah Heim,641680,R,641680,FF,305.0,68.0,0.223,0.126,0.28013134328358213,0.64,0.12499999999999997,89.71814159292035,0.396,226,0.075,0.398,0.279,0.257,0.358,0.238,0.089,44,17,0,7,TEX@OAK,TEX,OAK
90,Jonah Heim,641680,R,641680,SI,74.0,17.0,0.23,0.105,0.2921625,0.68,0.162,90.44406779661017,0.531,59,0.102,0.475,0.424,0.203,0.339,0.188,0.075,11,3,0,3,TEX@OAK,TEX,OAK
91,Jonah Heim,641680,R,641680,SL,71.0,12.0,0.169,0.103,0.26645679012345674,0.596,0.155,86.51724137931035,0.552,58,0.086,0.362,0.397,0.155,0.345,0.16,0.086,7,2,0,3,TEX@OAK,TEX,OAK
0,Lawrence Butler,671732,R,671732,CH,99.0,20.0,0.202,0.201,0.23599047619047617,0.541,0.09099999999999997,85.9375,0.452,72,0.069,0.278,0.514,0.208,0.222,0.257,0.057,15,3,0,2,TEX@OAK,OAK,TEX
1,Lawrence Butler,671732,R,671732,CU,36.0,12.0,0.333,0.072,0.4101081081081081,0.981,0.306,94.97037037037036,0.579,27,0.111,0.556,0.222,0.407,0.296,0.263,0.026,6,3,1,2,TEX@OAK,OAK,TEX
4,Lawrence Butler,671732,R,671732,FF,167.0,41.0,0.246,0.13,0.33397894736842104,0.77,0.191,91.26062992125985,0.557,127,0.094,0.504,0.323,0.252,0.37,0.219,0.12,24,9,1,7,TEX@OAK,OAK,TEX
8,Lawrence Butler,671732,R,671732,SL,62.0,15.0,0.242,0.131,0.3784225352112676,0.903,0.32299999999999995,93.04186046511629,0.704,43,0.209,0.512,0.302,0.256,0.372,0.268,0.113,7,2,0,6,TEX@OAK,OAK,TEX
11,Brent Rooker,667670,R,667670,CH,60.0,10.0,0.167,0.244,0.244703125,0.565,0.18299999999999997,87.88709677419355,0.706,31,0.129,0.419,0.387,0.194,0.355,0.462,0.031,5,2,0,3,TEX@OAK,OAK,TEX
12,Brent Rooker,667670,R,667670,CU,55.0,8.0,0.145,0.205,0.2544745762711864,0.603,0.255,93.056,0.733,25,0.24,0.52,0.4,0.2,0.4,0.508,0.051,3,0,1,4,TEX@OAK,OAK,TEX
14,Brent Rooker,667670,R,667670,FF,247.0,62.0,0.251,0.169,0.3589785714285714,0.843,0.255,92.60187499999999,0.598,160,0.181,0.506,0.225,0.238,0.431,0.316,0.099,34,10,1,17,TEX@OAK,OAK,TEX
18,Brent Rooker,667670,R,667670,SL,163.0,46.0,0.282,0.234,0.390375,0.928,0.282,90.54242424242425,0.591,99,0.202,0.444,0.242,0.263,0.404,0.348,0.098,25,8,1,12,TEX@OAK,OAK,TEX
21,Tyler Soderstrom,691016,R,691016,CH,63.0,8.0,0.127,0.141,0.17829850746268652,0.396,0.095,86.71153846153847,0.444,52,0.096,0.269,0.577,0.154,0.192,0.188,0.058,6,0,0,2,TEX@OAK,OAK,TEX
22,Tyler Soderstrom,691016,R,691016,CU,48.0,10.0,0.208,0.221,0.26298039215686275,0.604,0.146,91.29166666666667,0.5,24,0.083,0.5,0.583,0.208,0.208,0.481,0.019,7,1,0,2,TEX@OAK,OAK,TEX
24,Tyler Soderstrom,691016,R,691016,FF,105.0,34.0,0.324,0.099,0.4423015873015872,1.056,0.295,96.11948051948052,0.732,77,0.208,0.649,0.403,0.234,0.299,0.222,0.167,19,7,0,8,TEX@OAK,OAK,TEX
29,Tyler Soderstrom,691016,R,691016,SL,42.0,7.0,0.167,0.162,0.2397111111111111,0.555,0.166,94.98275862068965,0.55,29,0.138,0.517,0.31,0.276,0.414,0.289,0.067,4,1,0,2,TEX@OAK,OAK,TEX
31,Shea Langeliers,669127,R,669127,CH,39.0,8.0,0.205,0.188,0.2876511627906977,0.664,0.18000000000000002,88.21739130434783,0.727,23,0.13,0.478,0.478,0.174,0.304,0.372,0.07,5,1,0,2,TEX@OAK,OAK,TEX
32,Shea Langeliers,669127,R,669127,CU,51.0,5.0,0.098,0.203,0.1788,0.399,0.13699999999999998,82.86,0.583,25,0.12,0.36,0.4,0.12,0.36,0.473,0.036,2,1,0,2,TEX@OAK,OAK,TEX
35,Shea Langeliers,669127,R,669127,FF,211.0,40.0,0.19,0.131,0.2973601694915254,0.69,0.22699999999999998,95.3274647887324,0.671,142,0.162,0.556,0.218,0.204,0.373,0.298,0.097,18,8,2,12,TEX@OAK,OAK,TEX
40,Shea Langeliers,669127,R,669127,SL,180.0,43.0,0.239,0.202,0.30370157068062825,0.709,0.194,87.95230769230768,0.515,130,0.115,0.346,0.362,0.2,0.308,0.281,0.056,26,8,0,9,TEX@OAK,OAK,TEX
43,JJ Bleday,668709,R,668709,CH,141.0,24.0,0.17,0.188,0.20746103896103898,0.453,0.04299999999999998,84.67373737373738,0.333,99,0.051,0.273,0.424,0.202,0.313,0.273,0.078,20,3,0,1,TEX@OAK,OAK,TEX
44,JJ Bleday,668709,R,668709,CU,59.0,13.0,0.22,0.088,0.27934328358208954,0.618,0.08499999999999999,87.52142857142857,0.435,42,0.024,0.333,0.429,0.238,0.31,0.254,0.09,8,5,0,0,TEX@OAK,OAK,TEX
47,JJ Bleday,668709,R,668709,FF,232.0,65.0,0.28,0.074,0.39040501792114696,0.908,0.22899999999999998,90.79346733668342,0.521,199,0.085,0.447,0.271,0.261,0.327,0.125,0.167,36,17,0,12,TEX@OAK,OAK,TEX
50,JJ Bleday,668709,R,668709,SL,91.0,18.0,0.198,0.151,0.3087821782178218,0.728,0.253,87.68307692307691,0.417,65,0.092,0.323,0.338,0.246,0.308,0.257,0.099,5,7,2,4,TEX@OAK,OAK,TEX
53,Jacob Wilson,805779,R,805779,CH,7.0,1.0,0.143,0.1,0.12214285714285714,0.286,0.0,88.97142857142856,0.0,7,0.0,0.143,0.429,0.429,0.0,0.0,0.0,1,0,0,0,TEX@OAK,OAK,TEX
54,Jacob Wilson,805779,R,805779,CU,6.0,3.0,0.5,0.158,0.6861666666666665,1.667,0.667,77.44,0.333,5,0.2,0.2,0.4,0.2,0.4,0.167,0.0,1,1,0,1,TEX@OAK,OAK,TEX
56,Jacob Wilson,805779,R,805779,FF,34.0,12.0,0.353,0.051,0.3537105263157894,0.792,0.029000000000000026,89.2,0.062,32,0.0,0.281,0.469,0.344,0.156,0.077,0.103,11,1,0,0,TEX@OAK,OAK,TEX
59,Jacob Wilson,805779,R,805779,SL,36.0,9.0,0.25,0.098,0.2459444444444444,0.583,0.08300000000000002,81.175,0.059,32,0.031,0.125,0.438,0.219,0.312,0.111,0.0,8,0,0,1,TEX@OAK,OAK,TEX
61,Nick Kurtz,701762,R,701762,CH,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,TEX@OAK,OAK,TEX
62,Nick Kurtz,701762,R,701762,CU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,TEX@OAK,OAK,TEX
63,Nick Kurtz,701762,R,701762,FF,1.0,1.0,1.0,0.0,0.855,2.0,0.0,112.2,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,TEX@OAK,OAK,TEX
64,Nick Kurtz,701762,R,701762,SL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,TEX@OAK,OAK,TEX
65,Gio Urshela,570482,R,570482,CH,40.0,9.0,0.225,0.126,0.2367209302325581,0.529,0.024999999999999994,82.30967741935484,0.333,31,0.0,0.29,0.516,0.355,0.129,0.209,0.07,8,1,0,0,TEX@OAK,OAK,TEX
66,Gio Urshela,570482,R,570482,CU,36.0,6.0,0.167,0.119,0.1681081081081081,0.378,0.026999999999999996,83.609375,0.286,32,0.0,0.219,0.344,0.344,0.312,0.132,0.026,5,1,0,0,TEX@OAK,OAK,TEX
69,Gio Urshela,570482,R,570482,FF,169.0,53.0,0.314,0.109,0.3585082872928177,0.84,0.17099999999999999,91.42463768115942,0.507,138,0.109,0.406,0.42,0.261,0.283,0.18,0.066,37,9,1,6,TEX@OAK,OAK,TEX
74,Gio Urshela,570482,R,570482,SL,108.0,31.0,0.287,0.12,0.299375,0.699,0.10200000000000004,82.99230769230769,0.319,91,0.022,0.242,0.451,0.308,0.209,0.159,0.035,23,6,1,1,TEX@OAK,OAK,TEX
77,Luis Urias,649966,R,649966,CH,6.0,2.0,0.333,0.032,0.47816666666666663,1.166,0.49999999999999994,93.875,0.667,4,0.25,0.5,0.25,0.5,0.25,0.333,0.0,1,0,0,1,TEX@OAK,OAK,TEX
78,Luis Urias,649966,R,649966,CU,8.0,1.0,0.125,0.019,0.2161111111111111,0.472,0.125,90.0,0.4,6,0.333,0.333,0.167,0.167,0.667,0.222,0.111,0,1,0,0,TEX@OAK,OAK,TEX
81,Luis Urias,649966,R,649966,FF,55.0,11.0,0.2,0.11,0.3250597014925373,0.725,0.182,91.41499999999999,0.545,40,0.075,0.45,0.275,0.1,0.45,0.224,0.119,5,4,0,2,TEX@OAK,OAK,TEX
84,Luis Urias,649966,R,649966,SL,35.0,6.0,0.171,0.075,0.24434999999999998,0.532,0.086,82.00344827586207,0.2,29,0.069,0.138,0.345,0.207,0.31,0.15,0.125,5,0,0,1,TEX@OAK,OAK,TEX
